	doc_name	era	doc_word_count	new_split	keep_doc	split
26883	العصر-المملوكي_تميم-الفاطمي_إن-لم-تكن-عيني-بكم_001	العصر-المملوكي	28	train	True	train
26937	العصر-العباسي_أبو-الحسين-النوري_إني-اتقيتك-لا-مهادة_001	العصر-العباسي	30	train	True	train
26944	العصر-الايوبي_ابن-عنين_لنا-أمير-قرنه_001	العصر-الايوبي	34	train	True	train
26954	العصر-العباسي_ابن-المعتز_بحياتي-يا-حياتي_001	العصر-العباسي	28	train	True	train
26962	العصر-الايوبي_المكزون-السنجاري_شرفي-وعزي-أنكم_001	العصر-الايوبي	32	train	True	train
26975	العصر-المملوكي_الشريف-العقيلي_من-عندنا-تؤتى-الحكم_001	العصر-المملوكي	29	train	True	train
27077	العصر-العباسي_أبو-هلال-العسكري_آفة-السر-من-جفون_001	العصر-العباسي	26	dev	True	dev
27080	العصر-العباسي_ابن-الرومي_سهولة-الشريعه_001	العصر-العباسي	24	train	True	test
27084	العصر-العثماني_ابن-النقيب_زارت-على-كيد-العدا-خلسة_001	العصر-العثماني	31	test	True	test
27093	العصر-المملوكي_صفي-الدين-الحلي_وجه-من-البدر-أحلى_001	العصر-المملوكي	21	train	True	dev
27099	العصر-الايوبي_الموفق-التلعفري_أقول-له-وقد-أبصرت-مرأى_001	العصر-الايوبي	35	dev	True	train
27119	العصر-الاموي_الوليد-بن-يزيد_أني-سمعت-خليلي_001	العصر-الاموي	35	train	True	train
27122	العصر-الأندلسي_أبو-حيان-الأندلسي_لما-رأتني-مقبلا-حدرت-على_001	العصر-الأندلسي	35	train	True	train
27126	العصر-العباسي_الوأواء-الدمشقي_يا-سيدي-كم-ذا-البعاد_001	العصر-العباسي	31	train	True	train
27160	العصر-العباسي_ابن-الرومي_يفي-بإبطاء-جنى_001	العصر-العباسي	29	test	True	train
27196	العصر-العباسي_ابن-الزيات_صغير-هواك-عذبني_001	العصر-العباسي	29	train	True	train
27236	العصر-العثماني_عبد-الغني-النابلسي_أواه-من-سار-فيكم_001	العصر-العثماني	28	dev	True	dev
27247	العصر-الاموي_الفرزدق_لعمرك-لا-يفارق-ما-أقامت_001	العصر-الاموي	34	train	True	train
27255	العصر-العباسي_دعبل-الخزاعي_أنا-بشرت-أبا-سعد_001	العصر-العباسي	31	dev	True	train
27260	العصر-العثماني_الامير-منجك-باشا_نعزي-الفخر-والعليا-بشبل_001	العصر-العثماني	36	train	True	train
27277	العصر-العباسي_الناشئ-الأكبر_أحوى-عليه-مسائح-من-ليطة_001	العصر-العباسي	31	train	True	train
27303	العصر-الاموي_عمر-بن-أبي-ربيعة_صاد-قلبي-اليوم-ظبي_001	العصر-الاموي	24	train	True	dev
27308	العصر-الأندلسي_أبو-الوليد-الحميري_وقهوة-لا-يجيدها-مبصر_001	العصر-الأندلسي	33	test	True	train
27312	العصر-العباسي_ابو-العتاهية_اتق-الله-بجهدك_001	العصر-العباسي	30	train	True	train
27323	العصر-العباسي_الحلاج_أنا-أنت-بلا-شك_001	العصر-العباسي	22	dev	True	test
27363	العصر-العثماني_الهبل_يا-أخا-المصطفى-الذي_001	العصر-العثماني	31	train	True	test
27382	العصر-العباسي_خالد-الكاتب_يا-طويل-البكاء_001	العصر-العباسي	29	train	True	train
27400	العصر-الايوبي_محيي-الدين-بن-عربي_ألبست-بنتي-دنيا_001	العصر-الايوبي	32	train	True	train
27421	العصر-الاموي_كثير-عزة_وكان-الخلائف-بعد-الرسول_001	العصر-الاموي	33	train	True	test
27434	العصر-العباسي_الخبز-أرزي_وروضة-عرسنا-معرسها_001	العصر-العباسي	28	dev	True	train
27465	العصر-المملوكي_ابن-نباته-المصري_هنئت-بالنعم-الجميله_001	العصر-المملوكي	25	train	True	dev
27485	العصر-المملوكي_تميم-الفاطمي_ولما-رأيت-قصور-العزيز_001	العصر-المملوكي	30	train	True	train
27581	العصر-العباسي_عبد-المحسن-الصوري_أبلغا-عني-أبا-الجي_001	العصر-العباسي	30	test	True	train
27586	العصر-المملوكي_تميم-الفاطمي_حي-شربا-تفردوا-بالرحيق_001	العصر-المملوكي	32	dev	True	train
27613	العصر-الأندلسي_ابن-زيدون_يا-مستخفا-بعاشقيه_001	العصر-الأندلسي	30	dev	True	dev
27622	العصر-العباسي_ابن-الزيات_تفرعت-لأصحابي_001	العصر-العباسي	31	train	True	train
27624	العصر-العباسي_ابو-نواس_بروحِ-القدسِ-والميلاد_001	العصر-العباسي	26	train	True	dev
27626	العصر-العباسي_بديع-الزمان-الهمذاني_يا-حريصا-على-الغنى_001	العصر-العباسي	25	train	True	test
27676	العصر-الاموي_مسكين-الدارمي_وإني-لا-أَقوم-على-قناتي_001	العصر-الاموي	35	train	True	train
27677	العصر-العباسي_كشاجم_سوداء-تحدى-على-ثلاث_001	العصر-العباسي	31	train	True	train
27686	المخضرمون_علي-بن-أبي-طالب_فرض-على-الناس-أن-يتوبوا_001	المخضرمون	34	train	True	train
27705	العصر-المملوكي_الشريف-العقيلي_وخل-يمد-رواق-الغنى_001	العصر-المملوكي	27	train	True	test
27767	المخضرمون_علي-بن-أبي-طالب_لو-كانت-الأرزاق-تجري-على_001	المخضرمون	32	train	True	test
27778	العصر-العباسي_أبو-عثمان-الخالدي_مكحل-بالدعج_001	العصر-العباسي	20	train	True	test
27785	العصر-العباسي_ابن-حجاج_سلحة-بعد-قرقره_001	العصر-العباسي	30	train	True	train
27828	المخضرمون_مالك-الأشتر_إني-إذا-ما-الحرب-أبدت-نابها_001	المخضرمون	32	train	True	test
27843	العصر-العباسي_الصنوبري_خطبنا-عاتق-الخمر_001	العصر-العباسي	27	train	True	dev
27863	العصر-العباسي_كشاجم_مخطف-الخصر-أجوف_001	العصر-العباسي	31	dev	True	train
27866	العصر-العثماني_عبد-الغني-النابلسي_وإذا-ذات-كل-شيء-تبدت_001	العصر-العثماني	34	train	True	train
27871	العصر-العباسي_الصنوبري_ويلي-من-دمعك-المراق_001	العصر-العباسي	31	test	True	train
27925	العصر-العباسي_ابن-عبد-ربه_غزال-من-بني-العاص_001	العصر-العباسي	28	train	True	train
27952	العصر-الأندلسي_المعتمد-بن-عباد_دارى-الغرام-ورام-أن-يتكتما_001	العصر-الأندلسي	34	dev	True	train
27956	العصر-المملوكي_الشريف-العقيلي_يا-من-له-المنن-النواضر_001	العصر-المملوكي	26	dev	True	test
28029	العصر-الأندلسي_ابن-قلاقس_أيها-السائل-عن-ناظرنا_001	العصر-الأندلسي	34	train	True	train
28030	العصر-الايوبي_ابن-جبير-الشاطبي_لأشياع-الفلاسفة-اعتقاد_001	العصر-الايوبي	33	train	True	train
28042	العصر-العباسي_الأحنف-العكبري_قيل-لي-لم-صرت-منفردا_001	العصر-العباسي	31	train	True	train
28057	العصر-العباسي_كشاجم_ينام-الليل-أسهره_001	العصر-العباسي	31	train	True	train
28093	العصر-الاموي_نصيب-بن-رباح_إليك-صحيفة-نشرت-حديثا_001	العصر-الاموي	33	train	True	train
28094	العصر-العباسي_كشاجم_بليت-بحب-ناسكة_001	العصر-العباسي	27	test	True	train
28103	العصر-العباسي_دعبل-الخزاعي_أبا-جعفر-وأصول-الفتى_001	العصر-العباسي	29	train	True	train
28123	العصر-العباسي_أبو-هلال-العسكري_كم-قد-منحتك-حبا_001	العصر-العباسي	29	train	True	train
28143	العصر-الأندلسي_ابن-هذيل-القرطبي_قام-على-اليسرى-خطيبا-بها_001	العصر-الأندلسي	33	dev	True	train
28210	العصر-العباسي_الخبز-أرزي_أستودع-الرحمن-به_001	العصر-العباسي	29	train	True	train
28225	العصر-العباسي_الخبز-أرزي_وعروس-من-بنات-الكرم_001	العصر-العباسي	31	train	True	train
28267	العصر-العباسي_العباس-بن-الأحنف_ظلوم-قد-رأيناها_001	العصر-العباسي	29	train	True	train
28312	العصر-العباسي_ابن-الرومي_غدوت-إليك-ولي-واعدان_001	العصر-العباسي	31	train	True	train
28388	العصر-العثماني_أحمد-الكيواني_يا-ليل-هل-من-آخر_001	العصر-العثماني	37	train	True	train
28451	العصر-العثماني_ابن-النقيب_قم-بنا-يا-نديم-فالطير-غرد_001	العصر-العثماني	34	train	True	train
28452	العصر-المملوكي_مالك-بن-المرحل_الروض-يجر-مطرفيه_001	العصر-المملوكي	29	train	True	train
28461	العصر-الجاهلي_عدي-بن-ربيعة_لو-أن-خيلي-أدركتك-وجدتهم_001	العصر-الجاهلي	35	train	True	train
28477	العصر-الأندلسي_ابن-خفاجه_قام-يسعى-بها-غلام-يغني_001	العصر-الأندلسي	33	dev	True	train
28502	العصر-الايوبي_المكزون-السنجاري_يا-غادرين-بمن-وفي_001	العصر-الايوبي	28	train	True	test
28510	العصر-العباسي_الوأواء-الدمشقي_قومي-امزجي-الكأس-باللجين_001	العصر-العباسي	28	train	True	train
28523	العصر-الايوبي_القاضي-الفاضل_السر-مال-أو-دم_001	العصر-الايوبي	32	dev	True	train
28552	العصر-العباسي_الثعالبي_سئمت-العيش-حين-رأيت_001	العصر-العباسي	24	train	True	test
28570	العصر-العباسي_هارون-الرشيد_يا-آخذ-اللحن-على_001	العصر-العباسي	27	train	True	train
28587	العصر-العباسي_أبو-بكر-الخوارزمي_لاحت-لوجهي-أنجم_001	العصر-العباسي	28	test	True	train
28588	العصر-العباسي_ابو-نواس_ما-عاصم-لأبيه_001	العصر-العباسي	22	train	True	test
28607	العصر-العباسي_ابو-نواس_فلا-أشرب-داريا_001	العصر-العباسي	28	dev	True	train
28620	العصر-الايوبي_ابن-عنين_تحاجيني-ولفظك-مثل-در_001	العصر-الايوبي	35	train	True	train
28645	العصر-المملوكي_تميم-الفاطمي_إنما-العيش-بلوغ-السسول_001	العصر-المملوكي	29	train	True	train
28653	العصر-العباسي_الثعالبي_ومدام-قد-كفانا_001	العصر-العباسي	28	train	True	train
28661	العصر-الأندلسي_ابن-خاتمة-الأندلسي_أنعم-على-من-تشاء_001	العصر-الأندلسي	26	train	True	test
28670	العصر-الاموي_الوليد-بن-يزيد_إنني-فكرت-في-عمر_001	العصر-الاموي	29	train	True	train
28694	العصر-العباسي_الأحنف-العكبري_قلت-حقا-وأحلف_001	العصر-العباسي	24	test	True	test
28725	العصر-العباسي_خالد-الكاتب_قليل-لك-أن-أبلى_001	العصر-العباسي	29	dev	True	train
28738	العصر-المملوكي_ابن-الوردي_مات-والله-ابن-صصرى_001	العصر-المملوكي	28	dev	True	train
28758	العصر-المملوكي_الشريف-العقيلي_الفجر-بين-الليل-والصبح_001	العصر-المملوكي	31	train	True	train
28800	العصر-العباسي_الأحنف-العكبري_مطر-ما-يفتر_001	العصر-العباسي	23	test	True	test
28814	العصر-العباسي_ابو-العتاهية_أيا-ذوي-الوخامة_001	العصر-العباسي	22	train	True	test
28825	العصر-الاموي_يزيد-بن-الطثرية_أنعت-عيرا-من-عيور-القهر_001	العصر-الاموي	30	train	True	train
28855	العصر-المملوكي_الشريف-العقيلي_شاربه-فيروزج_001	العصر-المملوكي	19	test	True	train
28865	العصر-الاموي_الوليد-بن-يزيد_ألا-ليت-الإله-يحين-سلمى_001	العصر-الاموي	33	dev	True	train
28891	المخضرمون_الحطيئة_ألست-بجاعلي-كبني-جعيل_001	المخضرمون	35	train	True	train
28900	المخضرمون_علي-بن-أبي-طالب_إلبس-أخاك-على-عيوبه_001	المخضرمون	31	train	True	train
28918	العصر-الأندلسي_ابن-بقي-القرطبي_بأبي-قضيب-البان-يثنيه-الصبا_001	العصر-الأندلسي	34	train	True	train
28932	العصر-العباسي_السري-الرفاء_وبركة-حفة-بنيلوفر_001	العصر-العباسي	29	dev	True	train
28962	العصر-الأندلسي_أبو-الوليد-الحميري_وجلنار-تبدى_001	العصر-الأندلسي	22	test	True	test
28965	العصر-العباسي_الوأواء-الدمشقي_أفدي-الذي-شف-قلبي_001	العصر-العباسي	25	train	True	test
28975	العصر-المملوكي_لسان-الدين-بن-الخطيب_شاهد-بكوكبنا-المطل_001	العصر-المملوكي	32	train	True	train
29000	العصر-الجاهلي_النابغة-الذبياني_ألم-أقسم-عليك-لتخبرني_001	العصر-الجاهلي	36	train	True	train
29028	العصر-الايوبي_الرصافي-البلنسي_وروض-جلا-صدأ-العين-به_001	العصر-الايوبي	31	test	True	test
29042	العصر-العباسي_ابو-نواس_حامل-الهوى-تعب_001	العصر-العباسي	30	test	True	train
29046	العصر-العباسي_ابن-الهبارية_قد-كانت-الأرزاق-محبوسة_001	العصر-العباسي	31	test	True	train
29051	العصر-العباسي_البحتري_لو-تراني-والندامى_001	العصر-العباسي	26	train	True	dev
29066	العصر-المملوكي_صفي-الدين-الحلي_أيته-كالهلال-يبدو_001	العصر-المملوكي	31	train	True	train
29092	العصر-العباسي_بديع-الزمان-الهمذاني_لا-يغرنك-الذي-أنا-فيه-من-الطلب_001	العصر-العباسي	29	train	True	train
29101	العصر-العباسي_الصنوبري_سكرتها-في-كفها_001	العصر-العباسي	23	test	True	test
29140	العصر-العباسي_بشار-بن-برد_ويسبق-إنجازه-وعده_001	العصر-العباسي	31	dev	True	train
29143	العصر-الاموي_أبو-الطفيل-القرشي_إخواننا-شيعتنا-لا-تعتدوا_001	العصر-الاموي	35	test	True	train
29195	العصر-العثماني_علي-الغراب-الصفاقسي_وظبي-يناولنا-منشفه_001	العصر-العثماني	31	dev	True	test
29220	العصر-المملوكي_الباخرزي_وبيض-جوار-صعدن-السطوح_001	العصر-المملوكي	26	train	True	test
29244	العصر-المملوكي_الشريف-العقيلي_زها-بصدغ-وخد_001	العصر-المملوكي	25	train	True	dev
29254	العصر-العباسي_ابو-نواس_إن-في-المكتب-خشفا_001	العصر-العباسي	28	train	True	train
29255	العصر-العثماني_شهاب-الدين-الخفاجي_مذ-فتحت-أبواب-نادي-العلى_001	العصر-العثماني	30	train	True	train
29285	العصر-الايوبي_المكزون-السنجاري_قوامك-العادل-المفدى_001	العصر-الايوبي	31	train	True	train
29344	العصر-الجاهلي_عدي-بن-زيد_نادمت-في-الدير-بني-علقما_001	العصر-الجاهلي	35	train	True	train
29368	العصر-الأندلسي_ابن-قلاقس_قد-كان-شعرك-صالحا_001	العصر-الأندلسي	32	test	True	train
29381	العصر-العثماني_الحر-العاملي_ذوات-خال-خدها-مشرق_001	العصر-العثماني	35	test	True	train
29418	العصر-المملوكي_ابن-الوردي_اعتزل-الناس-ومل_001	العصر-المملوكي	24	dev	True	dev
29442	المخضرمون_علي-بن-أبي-طالب_يا-عمرو-ويحك-قد-أتاك_001	المخضرمون	33	dev	True	train
29460	العصر-المملوكي_بهاء-الدين-زهير_يا-لائمي-فيما-فعل_001	العصر-المملوكي	30	train	True	train
29500	العصر-العباسي_الحمدوي_صاح-بي-ابن-سعيد_001	العصر-العباسي	25	dev	True	test
29508	العصر-الايوبي_ابن-الياسمين_أسيدنا-قد-وردتم-بنا_001	العصر-الايوبي	33	train	True	train
29520	العصر-العباسي_ابن-سكرة_لنا-على-النار-قدر_001	العصر-العباسي	27	test	True	dev
29538	المخضرمون_حميد-بن-ثور-الهلالي_إذا-الشهر-كان-لنا-موعدا_001	المخضرمون	33	train	True	train
29580	العصر-العباسي_الأحنف-العكبري_شرب-النبيذ-بلا-غنا_001	العصر-العباسي	30	train	True	train
29595	العصر-العثماني_الامير-منجك-باشا_تباشر-النجح-لما_001	العصر-العثماني	32	test	True	test
29596	العصر-العباسي_العباس-بن-الأحنف_قد-ضاق-بالحب-صدري_001	العصر-العباسي	26	train	True	dev
29671	العصر-الايوبي_محيي-الدين-بن-عربي_جميلة-ما-لها-عديل_001	العصر-الايوبي	29	test	True	test
29675	العصر-العباسي_ماني-الموسوس_لا-تظن-الذي-جرى_001	العصر-العباسي	25	train	True	dev
29723	العصر-العثماني_محمد-المعولي_ثنتان-لا-تنساهما-واذكرهما_001	العصر-العثماني	32	dev	True	test
29766	العصر-المملوكي_صفي-الدين-الحلي_إن-غبت-عن-عياني_001	العصر-المملوكي	26	train	True	test
29805	العصر-العثماني_ابن-النقيب_تزرد-من-فوقه-سابغ_001	العصر-العثماني	33	test	True	train
29815	العصر-العباسي_خالد-الكاتب_سلا-من-سلا-كيف-كان_001	العصر-العباسي	29	train	True	train
29816	العصر-الجاهلي_النابغة-الذبياني_هذا-غلام-حسن-وجهه_001	العصر-الجاهلي	35	test	True	train
29818	العصر-الايوبي_أسامة-بن-منقذ_صد-عني-وأعرضا_001	العصر-الايوبي	25	dev	True	dev
29844	العصر-العباسي_أبو-الفتح-البستي_للمرء-من-شهوته-آمر_001	العصر-العباسي	30	train	True	train
29877	العصر-العباسي_ابن-الرومي_حجر-الرجل-وجهه_001	العصر-العباسي	25	train	True	dev
29881	العصر-المملوكي_ابن-الجياب-الغرناطي_ولى-رمضان-يشيد-بما_001	العصر-المملوكي	27	train	True	test
29920	العصر-المملوكي_السراج-الوراق_عوفيت-من-جرب-به_001	العصر-المملوكي	32	train	True	train
29942	العصر-الايوبي_أسامة-بن-منقذ_إن-يحسدوا-في-السلم-من_001	العصر-الايوبي	32	train	True	train
29946	العصر-العباسي_ابن-الرومي_أضحت-حليلة-خالد_001	العصر-العباسي	27	train	True	dev
29968	العصر-الأندلسي_ابن-قلاقس_أودعت-نسج-الملح_001	العصر-الأندلسي	32	train	True	train
29970	العصر-المملوكي_الشريف-العقيلي_يا-من-أودع-منه_001	العصر-المملوكي	24	train	True	dev
30004	العصر-العباسي_محمد-بن-حازم-الباهلي_لطي-يوم-وليلتين_001	العصر-العباسي	30	train	True	train
30022	العصر-العباسي_عبد-المحسن-الصوري_لي-ناظر-حكمته_001	العصر-العباسي	31	dev	True	train
30036	العصر-الايوبي_ابن-الدهان_لولا-الرقيب-غداة-زموا-الأينقا_001	العصر-الايوبي	32	train	True	train
30056	العصر-العباسي_السري-الرفاء_وأغن-كالرشإ-الغرير_001	العصر-العباسي	27	test	True	train
30070	العصر-العباسي_خالد-الكاتب_يا-رحمتا-للعاشقينا_001	العصر-العباسي	25	dev	True	test
30082	العصر-الايوبي_بلبل-الغرام-الحاجري_لمني-فلومك-جهل_001	العصر-الايوبي	32	train	True	train
30083	العصر-العباسي_ابن-الرومي_ما-ساءني-إعراضه_001	العصر-العباسي	26	train	True	dev
30085	العصر-العباسي_الأمين-العباسي_زعم-العبد-طاهر_001	العصر-العباسي	31	dev	True	train
30086	العصر-العباسي_ابو-نواس_هلا-استعنت-على-الهموم_001	العصر-العباسي	28	train	True	train
30087	العصر-العباسي_خالد-الكاتب_يا-تائها-بجماله_001	العصر-العباسي	28	test	True	train
30115	العصر-العباسي_ابن-الرومي_يا-مانعي-قوت-جسمي_001	العصر-العباسي	26	train	True	dev
30118	المخضرمون_علي-بن-أبي-طالب_غر-جهولا-أمله_001	المخضرمون	29	dev	True	dev
30137	المخضرمون_علي-بن-أبي-طالب_لا-هم-إن-الحارث-بن-صمه_001	المخضرمون	30	train	True	dev
30149	العصر-الأندلسي_أبو-الحسن-الششتري_ما-راحتي_001	العصر-الأندلسي	28	train	True	test
30263	العصر-المملوكي_مالك-بن-المرحل_يا-ندرة-الدنيا-لقد_001	العصر-المملوكي	27	train	True	test
30269	العصر-الأندلسي_ابن-أبي-البشر_وساق-كمثل-الغزال-الربيب_001	العصر-الأندلسي	32	dev	True	train
30307	العصر-الجاهلي_طرفة-بن-العبد_وتقول-عاذلتي-وليس-لها_001	العصر-الجاهلي	35	dev	True	train
30326	العصر-العباسي_ابن-المعتز_البرق-في-مبتسمه_001	العصر-العباسي	25	dev	True	test
30331	العصر-العباسي_إبراهيم-الصولي_يا-من-حنيني-إليه_001	العصر-العباسي	29	train	True	train
30344	العصر-الايوبي_المكزون-السنجاري_ومهفهف-بالفرق-منفرد_001	العصر-الايوبي	31	test	True	train
30419	العصر-العباسي_أبو-الأسد-الحماني_محب-صد-آلفه_001	العصر-العباسي	26	train	True	dev
30420	العصر-الاموي_الأحوص-الأنصاري_لمن-ربع-بذات_001	العصر-الاموي	28	train	True	dev
30468	العصر-المملوكي_الشريف-العقيلي_الزهر-معلم-ند_001	العصر-المملوكي	23	dev	True	dev
30502	العصر-العباسي_السيد-الحميري_أبو-حسن-غلام-من-قريش_001	العصر-العباسي	31	train	True	train
30521	العصر-العباسي_خالد-الكاتب_أينَ-ترى-عيني-من_001	العصر-العباسي	27	test	True	dev
30537	المخضرمون_أبو-طالب_قل-لعبد-العزى-أخي-وشقيقي_001	المخضرمون	33	dev	True	test
30561	العصر-العباسي_عبد-المحسن-الصوري_نظرات-تترامى_001	العصر-العباسي	28	train	True	train
30589	العصر-المملوكي_تميم-الفاطمي_إن-كان-غرك-مني_001	العصر-المملوكي	25	train	True	dev
30596	العصر-العباسي_الصنوبري_حبذا-يوم-أحمد_001	العصر-العباسي	23	train	True	test
30611	المخضرمون_عاصم-بن-عمرو-التميمي_جلبنا-الخيل-من-بلد-بباب_001	المخضرمون	35	train	True	train
30623	العصر-العثماني_الهبل_يا-جبين-القمر-التمويا_001	العصر-العثماني	34	test	True	train
30624	العصر-الاموي_أبو-زبيد-الطائي_يا-لطيفا-بخلقه_001	العصر-الاموي	26	train	True	dev
30631	العصر-العباسي_ابو-نواس_نكنا-رسول-عنان_001	العصر-العباسي	30	test	True	train
30639	العصر-العثماني_علي-الغراب-الصفاقسي_أضاف-المؤدب-أصحابه_001	العصر-العثماني	30	train	True	train
30640	العصر-الايوبي_ابن-الأردخل_بلغ-رجال-الحي-من-سلم_001	العصر-الايوبي	35	dev	True	train
30660	العصر-العباسي_مهيار-الديلمي_أيها-العاتب-ما-ذا_001	العصر-العباسي	27	train	True	dev
30674	العصر-العباسي_العباس-بن-الأحنف_إنما-الذنب-لكف_001	العصر-العباسي	25	dev	True	test
30693	العصر-العباسي_ابن-دريد-الأزدي_عفظير-إنا-اختلفنا_001	العصر-العباسي	29	dev	True	train
30718	العصر-العباسي_خالد-الكاتب_دمع-عيني-كان-مشتاقا_001	العصر-العباسي	27	train	True	train
30760	العصر-العباسي_خالد-الكاتب_بفتور-سطوة-مقلتيكا_001	العصر-العباسي	24	train	True	test
30817	العصر-العثماني_علي-الغراب-الصفاقسي_ختن-لأنجال-علي_001	العصر-العثماني	25	dev	True	dev
30831	العصر-العباسي_ابو-نواس_قد-حكى-البدر-بهاكا_001	العصر-العباسي	28	test	True	train
30840	العصر-العباسي_كشاجم_يامن-لروح-كلفت_001	العصر-العباسي	23	train	True	test
30857	العصر-العباسي_ابو-العتاهية_الله-بيني-وبين-مولاتي_001	العصر-العباسي	31	train	True	train
30922	العصر-المملوكي_صفي-الدين-الحلي_زارني-والصباح-قد-سفرا_001	العصر-المملوكي	30	test	True	train
30969	العصر-الايوبي_المكزون-السنجاري_بي-مبغض-لي-على-محبته_001	العصر-الايوبي	33	train	True	train
30981	العصر-العباسي_خالد-الكاتب_حبك-بين-الحشا-مقيم_001	العصر-العباسي	31	train	True	train
31112	العصر-الجاهلي_عروة-بن-الورد_أخذت-معاقلها-اللقاح-لمجلس_001	العصر-الجاهلي	36	train	True	train
31122	العصر-العباسي_ديك-الجن_كلانا-غصن-شطب_001	العصر-العباسي	29	train	True	train
31215	العصر-الاموي_جران-العود-النمري_قد-ندع-المنزل-يا-لميس_001	العصر-الاموي	29	train	True	train
31246	العصر-الاموي_الوليد-بن-يزيد_طال-ليلى-فبت-أسقى-المداما_001	العصر-الاموي	35	train	True	train
31276	العصر-العباسي_الأحنف-العكبري_نحن-في-دهر-على-المعدم_001	العصر-العباسي	31	train	True	train
31326	العصر-الايوبي_محيي-الدين-بن-عربي_حاسبونا-ما-دققوا_001	العصر-الايوبي	25	train	True	dev
31330	العصر-العثماني_شهاب-الدين-الخفاجي_آه-واشوقاه-مت-أسى_001	العصر-العثماني	34	train	True	train
31341	العصر-الايوبي_المكزون-السنجاري_يا-ذاهبا-عني-وما_001	العصر-الايوبي	24	train	True	dev
31345	العصر-العثماني_عبد-الغني-النابلسي_رويدا-أيها-النفس-المراشه_001	العصر-العثماني	34	train	True	train
31352	العصر-الأندلسي_ابن-قلاقس_يا-أسعد-السعداء-دع_001	العصر-الأندلسي	34	train	True	train
31393	العصر-العباسي_الصاحب-بن-عباد_قالوا-ربيعك-قد-قدم_001	العصر-العباسي	31	train	True	train
31492	العصر-المملوكي_الشريف-العقيلي_إذا-نموذج-شعري_001	العصر-المملوكي	24	dev	True	dev
31550	العصر-الايوبي_محيي-الدين-بن-عربي_لا-إله-إلا-الله_001	العصر-الايوبي	25	dev	True	dev
31551	العصر-المملوكي_ابن-الوردي_أذاه-شامل-وشرو_001	العصر-المملوكي	27	train	True	test
31564	العصر-العثماني_ابن-معصوم_خشف-الربى-بهجة-النادي_001	العصر-العثماني	32	train	True	train
31572	العصر-الأندلسي_المعتمد-بن-عباد_جوهرة-عذبني_001	العصر-الأندلسي	24	test	True	test
31585	العصر-الأندلسي_المعتمد-بن-عباد_خلعت-ثوب-الصفي_001	العصر-الأندلسي	26	test	True	test
31595	العصر-المملوكي_تميم-الفاطمي_ليرغم-الدهر-أني_001	العصر-المملوكي	32	train	True	train
31599	العصر-الاسلامي_عاتكة-بنت-زيد_منع-الرقاد-فعاد-عيني-عود_001	العصر-الاسلامي	33	train	True	train
31618	العصر-العثماني_نيقولاوس-الصائغ_عجبا-لطاغ-في-البرية-مفسد_001	العصر-العثماني	37	dev	True	train
31633	العصر-الايوبي_ابن-الساعاتي_كأنما-الطلع-إذا-لاح_001	العصر-الايوبي	26	train	True	dev
31652	العصر-الايوبي_ابن-سناء-الملك_وصغير-القد-همت-به_001	العصر-الايوبي	35	train	True	train
31675	العصر-المملوكي_الطغرائي_ومسدد-من-قوس-حاجبه_001	العصر-المملوكي	31	dev	True	train
31682	العصر-العباسي_ابو-نواس_جنان-حصلت-قلبي_001	العصر-العباسي	28	train	True	train
31688	العصر-العثماني_الهبل_حب-علي-وبنيه_001	العصر-العثماني	33	train	True	train
31691	العصر-الجاهلي_أربد-الذبياني_حميت-ذمار-ثعلبة-بن-سعد_001	العصر-الجاهلي	36	train	True	train
31743	العصر-الايوبي_أسامة-بن-منقذ_يا-آمري-بالصبر_001	العصر-الايوبي	28	train	True	dev
31790	العصر-العباسي_ابو-العتاهية_عتب-ما-للخيال_001	العصر-العباسي	26	test	True	dev
31793	العصر-الايوبي_فتيان-الشاغوري_جاء-العذار-لشينك_001	العصر-الايوبي	34	dev	True	train
31802	العصر-الايوبي_سبط-ابن-التعاويذي_لوت-الستون-عودي_001	العصر-الايوبي	26	test	True	dev
31821	العصر-الأندلسي_ابن-زيدون_هل-يشكرن-أبو-الوليد_001	العصر-الأندلسي	30	dev	True	dev
31822	العصر-الاموي_قيس-بن-ذريح_لعمرك-أنني-لأحب-سلعا_001	العصر-الاموي	34	test	True	train
31856	العصر-الاموي_الوليد-بن-يزيد_سقيت-أبا-كامل_001	العصر-الاموي	24	train	True	dev
31871	العصر-العباسي_البحتري_قل-ما-هويت-فإنني_001	العصر-العباسي	31	train	True	train
31887	المخضرمون_قيس-بن-زهير_لعمرك-ما-أضاع-بنو-زياد_001	المخضرمون	34	train	True	train
31890	العصر-العباسي_خالد-الكاتب_يا-قربه-حلف-الذنوب_001	العصر-العباسي	28	train	True	train
31909	العصر-المملوكي_بهاء-الدين-زهير_سطرتها-بشرح-أش_001	العصر-المملوكي	27	dev	True	train
31963	العصر-العباسي_ابن-الرومي_لي-صديق-جاهلي_001	العصر-العباسي	28	train	True	train
31973	العصر-العثماني_الهبل_سالكا-من-فنونه-كل-شعب_001	العصر-العثماني	36	train	True	train
31978	العصر-العثماني_ابن-النحاس-الحلبي_باتت-تنوح-وبت-اسمعها_001	العصر-العثماني	35	dev	True	train
31995	العصر-العباسي_خالد-الكاتب_عاذ-من-قلب-سليم_001	العصر-العباسي	30	train	True	train
32026	العصر-العباسي_البحتري_يا-بديع-الحسن-والقدد_001	العصر-العباسي	29	train	True	train
